,FCLTY_NM,LCLAS_NM,ZIP_NO,FCLTY_ROAD_NM_ADDR,lat,lon,OPTN_DC,ADIT_DC,AREA
198,미사강변 북카페,북카페,12907.0,경기도 하남시 미사강변한강로 10-2,37.57520105,127.1779322,스터디카페,"카페 : 있음, 리뷰여부 : 있음",경기
199,놀숲 하남신장점,만화방,12965.0,경기도 하남시 신장로 117-1 2층,37.53768743,127.2049157,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","카페 : 있음, 리뷰여부 : 있음",경기
200,만화카페 툰,북카페,12968.0,경기도 하남시 신평로 49 일계빌딩 6층,37.53827002,127.204537,안그한 룸에서 가족끼리 연인끼리 편안하게 있을 수 있는 공간,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
201,초록책방,일반서점,18435.0,경기도 화성시 동탄공원로2길 20-42 101호,37.20544056,127.0614283,독서모임과 공간대여로 운영,"주차 : 가능, 카페 : 있음",경기
202,지음,북카페,18435.0,경기도 화성시 동탄공원로3길 10-14,37.2067394,127.0613595,직접 로스팅한 신선한 원두로 만든 커피,"주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경기
203,달팽이그림서적카페,일반서점,18435.0,경기도 화성시 동탄공원로3길 10-3 102호,37.20711459,127.0610249,아이부터 어른까지 볼 수 있는 그림서적을 공유하는 공간,"카페 : 있음, 리뷰여부 : 있음",경기
204,아크앤북 동탄호수점,일반서점,18497.0,경기도 화성시 동탄대로 181 레이크꼬모 B2F 아크앤북 동탄호수점,37.1714848,127.1053961,다양한 국내외도서 취급,카페 : 있음,경기
205,놀숲 동탄역점,만화방,18478.0,경기도 화성시 동탄대로 489 7층,37.19735939,127.0982632,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",경기
206,산 위에 동네,독립서점,18508.0,경기도 화성시 동탄장지천6길 7,37.15727783,127.1078955,"인문, 철학, 문학, 에세이 등의 서적을 주로 다루는 큐레이션 서점","카페 : 있음, 리뷰여부 : 있음",경기
207,놀숲 화성병점점,만화방,18404.0,경기도 화성시 효행로 1018 2층,37.21248125,127.0390674,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경기
208,달빛책방&달빛북스,북카페,50937.0,경상남도 김해시 식만로348번길 42 달빛북스,36.29928183,128.9214264,"15클래스 독서모임을 운영하고, 책처방 상담과 퍼스널브랜딩 진행","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
209,마중,북카페,51655.0,경상남도 창원시 진해구 충장로442번길 5,35.14918743,128.6972196,"에티오피아 현장방문 및 후원활동, 전시회, 에피오피아 커피 및 그림, 소품 전시 및 판매","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
210,북카페통659,북카페,36623.0,경상북도 안동시 노하2길 19-5,36.57848535,128.6803413,"쾌적하고 넓은 공간, 게스트하우스와 함께 있는 북카페, 여행자들이 오기 좋은 카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",경상
211,하비북카페,북카페,38301.0,경상북도 청도군 각북면 지슬길 34-17,35.71214165,128.5881786,"인공 계곡과 대형수영장, 넓은 노천카페 유럽식 조경으로 꾸며진 자연을 만끽","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
212,북카페,북카페,36368.0,경상북도 청도군 운문면 운문사길 115-6,35.67395962,128.9576198,독서활동 장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",경상
213,북시티서점,일반서점,53294.0,경상남도 거제시 거제중앙로 1649 북시티 서점 1F 2F 3F,34.86871067,128.6373547,"소설, 에세이 뿐만 아니라 아동 서적, 전공 서적 등 다양한 도서가 구비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
214,"오늘,위로",북카페,53308.0,경상남도 거제시 아주1로 105-16 신우빌 1층,34.8677534,128.6804382,"""독립서점""출판물,중고책과 음료판매, 중고책 기부도 받음,중고책 판매금액은 유기동물을 위한 후원","카페 : 있음, 리뷰여부 : 있음",경상
215,책방익힘,일반서점,53202.0,경상남도 거제시 장목면 절골길 12 나동 1,34.96096277,128.7102723,"거제도 바다가 보이는 책방, 독서모임운영, 음료도 판매","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
216,숨북숨북,독립서점,51017.0,경상남도 김해시 율하3로8번길 38,35.16821319,128.8135544,"책,커피,음악 공간 대여","카페 : 있음, 리뷰여부 : 있음",경상
217,청학서점,일반서점,50426.0,경상남도 밀양시 약산로 44 1층 청학서점,35.49257748,128.7495659,-,"카페 : 있음, 리뷰여부 : 있음",경상
218,까치밥,일반서점,52219.0,경상남도 산청군 산청읍 덕계로 13-14,35.41582904,127.8773875,"경남 산청군 산청읍에 있는 작은 책방. 책, 커피, 음료, 맥주 판매",카페 : 있음,경상
219,안녕 고래야,일반서점,50613.0,경상남도 양산시 물금읍 백호2길 7-7,35.31995455,128.9991969,"시, 소설, 에세이 인문도서들을 그림서적과 함께 들여다보며 커피한 잔을 나눌 수 있는 따뜻한 동네책방","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
220,인디무브,독립서점,50652.0,경상남도 양산시 물금읍 야리3길 49 원타운상가 402호,35.31493941,129.0113278,"북살롱, 와인, 등이 있는 동네책방","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
221,영풍문고 진주점,일반서점,52818.0,"경상남도 진주시 동부로169번길 12 지하 1층 102호(충무공동, 윙스타워)",35.1648826,128.1272795,국내외 다양한 도서,"주차 : 가능, 카페 : 있음, 리뷰여부 : 있음",경상
222,보틀북스,독립서점,52838.0,경상남도 진주시 문산읍 월아산로 1047-14 LH행복주택 주민공동시설 내 상가,35.16538523,128.1628537,책과 따뜻한 커피를 즐길 수 있는 문학살롱,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
223,백석이 지나간 작은책방,일반서점,51273.0,경상남도 창원시 마산합포구 천하장사로 109,35.21164757,128.574587,시집과 소설을 주로 판매하는 북카페,"카페 : 있음, 리뷰여부 : 있음",경상
224,청보리책방,독립서점,51428.0,경상남도 창원시 의창구 외동반림로254번길 8-1,35.23896537,128.6805698,"책,음악,차의 어울림","카페 : 있음, 리뷰여부 : 있음",경상
225,경주산책,일반서점,38117.0,경상북도 경주시 보문로 338 1F,35.85031976,129.2771892,"""예술 서적과 기획전시 등 다양한 콘텐츠,마음, 철학, 생각, 걷기, 식사 등 다양한 테마와 큐레이션 도서를 통해 우리 일상에서 누릴 수 있는 여러 가지 형태의 지적 휴식을 제안하는 리안호텔의 서점","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
226,북미,일반서점,38140.0,경상북도 경주시 북성로 103-1 2층,35.8473633,129.2131661,"영화 관련 전문 서점, 경주 읍성 뷰를 보며 모카포트 커피 및 음료를 즐길 수 있음","카페 : 있음, 리뷰여부 : 있음",경상
227,책만보,독립서점,38082.0,경상북도 경주시 용담로 118 주공2차 상가103호,35.86523895,129.2091138,"""독립서점""출판물,소설,북카페,독서모임을 즐길 수 있는 서점","카페 : 있음, 리뷰여부 : 있음",경상
228,오늘은책방,일반서점,38097.0,경상북도 경주시 소금강로8번길 11-2 1층 오늘은책방,35.85930639,129.2217923,"책, 사람, 자연과 함께 하루를 풍성히 하고 싶은 공간","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
229,책봄,독립서점,39302.0,경상북도 구미시 금오산로22길 24-1,36.12621728,128.33001,독림출판물이 있는 동네 작은책방,"카페 : 있음, 리뷰여부 : 있음",경상
230,삼일문고,일반서점,39229.0,경상북도 구미시 금오시장로 6,36.12543878,128.3406394,"다양한 종류의 서적, 서점 안, 바블리오라는 북카페 존재","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
231,모메꽃 책방,일반서점,36611.0,경상북도 안동시 와룡면 이하오산로 332-20,36.61553475,128.7320848,"책과 함께 커피, 음료, 천연염색 소품을 파는 작은 책방","카페 : 있음, 헌책방 : 있음, 리뷰여부 : 있음",경상
232,오마이북,북카페,38334.0,경상북도 청도군 화양읍 동천3길 67,35.64676501,128.7117335,"매주 다양한 신간, 도서구입시 음료 천원 할인","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음",경상
233,통툰포항상도점,만화방,37830.0,경상북도 포항시 남구 상공로 38-1 통툰만화카페,36.01195631,129.3564691,만화카페,카페 : 있음,경상
234,달팽이책방,일반서점,37664.0,경상북도 포항시 남구 효자동길10번길 32,36.0090452,129.3331432,"동네책방 & 홍차전문점. 엄선한 인문학 도서와 소규모 ""독립서점""출판물을 판매하며, 젊은 아티스트의 작품을 소개","카페 : 있음, 리뷰여부 : 있음",경상
235,디어북스,일반서점,37728.0,"경상북도 포항시 북구 삼호로8번길 12 1층, 디어북스",36.04155261,129.368384,커피와 책을 함께 즐길 수 있는 조용하고 여유로운 공간,"카페 : 있음, 리뷰여부 : 있음",경상
236,리본책방,일반서점,37587.0,경상북도 포항시 북구 장량로145번길 39-1 리본책방,36.08534671,129.3958525,-,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 헌책방 : 있음, 리뷰여부 : 있음",경상
237,정글북,북카페,61487.0,광주 동구 백서로125번길 8-1,35.14264105,126.9191583,"독서 활동 장소, 공부하기 좋은 분위기",카페 : 있음,광주
238,바오로딸서원,종교서점,61995.0,광주 서구 상무대로 980 (가톨릭평생교육원내),35.15037073,126.8683417,"가톨릭 종교 서적, 용품점",카페 : 있음,광주
239,풀덤 수완점,북카페,62306.0,광주광역시 광산구 수완로49번길 26 만화카페 풀덤,35.18974423,126.8272717,"순정, 코믹스, 웹투느 일반서적, 에세이, 시집, 아동도서, 보드게임 구비","화장실 남녀구분 : 구분, 카페 : 있음",광주
240,동네책방숨,북스테이,62248.0,광주광역시 광산구 수완로74번길 11-8,35.19209674,126.8301652,1박2일간 책을 읽으며 머무를 수 있는 장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",광주
241,북카페숨,북카페,62248.0,광주광역시 광산구 수완로74번길 11-8,35.19209674,126.8301652,독서활동장소,카페 : 있음,광주
242,북카페 이숲,북카페,62380.0,광주광역시 광산구 신흥동안길 9,35.14146196,126.8266711,독서활동장소,카페 : 있음,광주
243,북카페공감,북카페,62251.0,광주광역시 광산구 왕버들로 291,35.19558224,126.8407134,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",광주
244,망고홈데코,북카페,62369.0,광주광역시 광산구 우산로 74,35.1567116,126.808432,"셀프인테리어족을 위한 최고의 선택, 다양한 인테리어 서적과 잡지를 읽을 수 있는 북카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",광주
245,떼굴떼굴,만화방,62247.0,광주광역시 광산구 임방울대로 356,35.19166467,126.8244069,만화카페,카페 : 있음,광주
246,T&T,카페,62306.0,광주광역시 광산구 임방울대로332번길 9-12,35.19002456,126.8251804,"각종 모임, 그룹스터디, 독서토론, 회의 다양한 룸 시설 완비",카페 : 있음,광주
247,놀숲 광주수완점,만화방,62306.0,광주광역시 광산구 임방울대로332번길 9-4,35.19002268,126.8246491,"웹툰 등 만화책과 아이들 만화, 간단한 일반도서, 보드게임 등등 여러가지 놀이를 하며 시간을 보낼 수 있는 공간","화장실 남녀구분 : 구분, 카페 : 있음",광주
248,놀숲 광주첨단점,만화방,62279.0,광주광역시 광산구 임방울대로826번길 47 시너지빌딩 3층,35.21530648,126.8492065,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페","화장실 남녀구분 : 구분, 카페 : 있음",광주
249,수완동행정복지센터북카페,북카페,62247.0,광주광역시 광산구 장덕로 158,35.1970732,126.8257304,독서활동장소,카페 : 있음,광주
250,커피랑도서관 광주첨단점,스터디카페,62276.0,광주광역시 광산구 첨단중앙로106번길 11 3층,35.21500267,126.8436556,친절한 직원이 섬세하게 관리하는 도서관,"화장실 남녀구분 : 구분, 카페 : 있음",광주
251,커피라온,카페,62420.0,광주광역시 광산구 평동로 785,35.12512173,126.7603496,독서활동장소,카페 : 있음,광주
252,달뫼마을문화관북카페,북카페,61617.0,광주광역시 남구 금화로441번길 6,35.14591091,126.8910765,독서활동장소,카페 : 있음,광주
253,지음,카페,61694.0,광주광역시 남구 봉선1로37번길 1 102호,35.12812126,126.9090629,아메리카노 원드로 국가대표선발전에서 1위한 roasther가 로스팅해 매달 갓 볶아온 제품을 사용,"화장실 남녀구분 : 구분, 카페 : 있음",광주
254,놀숲 광주점,만화방,61684.0,광주광역시 남구 봉선2로 36,35.12541135,126.9103755,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",광주
255,혼BOOK,일반서점,61635.0,광주광역시 남구 서오층석탑1길 2 구KBC방송국 현 KBC빌딩 뒤편뒤편,35.14558522,126.9072255,"마음의 평화, 육체의 건강, 경제적 자유를 돕는 책들",카페 : 있음,광주
256,예향작은도서관,북카페,61498.0,광주광역시 동구 남문로 638-3,35.12799817,126.9308971,독서활동장소,카페 : 있음,광주
257,지음책방,독립서점,61432.0,광주광역시 동구 동명로67번길 17,35.15234598,126.9267244,"책과 밥,차,술을 즐길 수 있는 앤틱한 분위기의독립서점","화장실 남녀구분 : 구분, 카페 : 있음",광주
258,정글북,북카페,61487.0,광주광역시 동구 백서로125번길 8-1,35.14258562,126.9190331,독서활동장소,"화장실 남녀구분 : 구분, 카페 : 있음",광주
259,북앤빅뱅충장로점,만화방,61483.0,광주광역시 동구 충장로 72,35.148231,126.9152047,"만화 4만권이상보유, 매월 신간 수백만원 구매하는 구색최고 만화카페",카페 : 있음,광주
260,오월의숲,북카페,61440.0,광주광역시 동구 필문대로205번길 10-1,35.15202094,126.9321276,-,"카페 : 있음, 리뷰여부 : 있음",광주
261,장애인북카페들,북카페,61166.0,광주광역시 북구 군왕로207번길 16,35.17982304,126.9351035,독서활동장소,"카페 : 있음, 리뷰여부 : 있음",광주
262,MILLE,북카페,61104.0,광주광역시 북구 비엔날레로 111,35.18252689,126.8902187,독서활동장소,카페 : 있음,광주
263,카페 나니행,북카페,61224.0,광주광역시 북구 서암대로 166-2,35.16899325,126.9021553,독서활동장소,카페 : 있음,광주
264,세이지,북카페,61034.0,광주광역시 북구 일곡택지로99번길 33-1,35.2100097,126.89093,"맛있는 커피와 함께 천여권의 책과 보드게임, LP, CD등의 음악을 감상할 수 있는 카페","화장실 남녀구분 : 구분, 카페 : 있음",광주
265,카페노블,북카페,61216.0,광주광역시 북구 자미로66번길 7 2층,35.17170006,126.9052481,독서활동장소,카페 : 있음,광주
266,콩툰 광주 첨단2지구점,북카페,61087.0,광주광역시 북구 첨단연신로91번길 30,35.20649676,126.8612297,-,카페 : 있음,광주
267,풀덤 전대점,북카페,61189.0,광주광역시 북구 호동로43번길 60,35.17611373,126.9135376,만화카페,카페 : 있음,광주
268,카페자우,카페,61949.0,광주광역시 서구 상무중앙로 58 광주 타임스퀘어 3F,35.15210498,126.848919,최고급의 스페셜티 생두를 전문 로스터가 직접 로스팅하여 맛과 향이 풍부한 때에 추출하여 제공,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",광주
269,Darak,북카페,61966.0,광주광역시 서구 상일로24번길 15,35.15766271,126.8648184,독서활동장소,카페 : 있음,광주
270,커피랑도서관 광주금호점,스터디카페,62014.0,광주광역시 서구 풍금로 171 6층 (평화빌딩),35.1310568,126.8592401,-,카페 : 있음,광주
271,올리브북카페,북카페,62070.0,광주광역시 서구 풍서좌로 211,35.12626988,126.8461661,독서활동장소,카페 : 있음,광주
272,풀덤 풍암점,북카페,62058.0,광주광역시 서구 풍암2로 16-1 3층,35.12612848,126.8799473,만화카페,카페 : 있음,광주
273,놀숲 광주금호점,만화방,62011.0,광주광역시 서구 화개중앙로 97 3층,35.12726133,126.8523669,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",광주
274,삼복서점,일반서점,61987.0,광주광역시 서구 화운로 121,35.14999562,126.8782211,"카페,디저트를 책과 함께 할 수 있는 편안한 공간","주차 : 가능, 카페 : 있음",광주
275,이상현실,독립서점,61980.0,광주광역시 서구 화운로 136 1층,35.15125435,126.8775075,"신간, 독립출판물, 헌책 비치, 책 구매 혹은 읽을 수 있음","화장실 남녀구분 : 구분, 카페 : 있음",광주
276,사이시옷,독립서점,62047.0,광주광역시 서구 화정로260번길 9,35.14724735,126.8856687,"1층: 서점+카페 / 2층: 소모임, 대관","화장실 남녀구분 : 구분, 카페 : 있음",광주
277,더플레이그라운드불&베이커리,카페,41074.0,대구 동구 신서로 77,35.8750567,128.7237227,매일 아침 갓 구운 빵과 직접 로스팅하는 원두로 커피를 제조,"주차 : 가능, 카페 : 있음",대구
278,사이책방,일반서점,41001.0,대구 동구 신용동 513-1,35.98300182,128.6488337,"작은 북 아지트, 자연과 함께 힐링 가능",카페 : 있음,대구
279,마루루,북카페,41006.0,대구 동구 용천로49길 3,35.97336028,128.6761533,"엄선된 재료와 청결함, 조용한 분위기","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",대구
280,앞산밑 북카페,북카페,42488.0,대구광역시 남구 대명로 182,35.83882217,128.5777693,-,카페 : 있음,대구
281,행복한북카페,북카페,42433.0,대구광역시 남구 명덕로68길 22-1,35.85383816,128.6059988,독서활동장소,카페 : 있음,대구
282,호야북카페,북카페,42430.0,대구광역시 남구 중앙대로 144,35.84596223,128.5907966,독서활동장소,카페 : 있음,대구
283,hago,북카페,42452.0,대구광역시 남구 큰골5길 10,35.8368777,128.5820888,"국내, 국외의 좋은 그림책을 소개, 판매, 그림책 관련 워크샵, 핸드메이드 원데이클래스 진행",카페 : 있음,대구
284,아마존북카페,만화복합,42608.0,대구광역시 달서구 계대동문로 1 계명빌딩 5층,35.85585493,128.4924977,클래식 음악을 들으며 편안한 시간을 보낼 수 있는 공간,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",대구
285,콩툰 두류점,북카페,42645.0,대구광역시 달서구 달구벌대로 1704,35.85545787,128.5521394,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",대구
286,잇츠만화카페 죽전점,북카페,42633.0,대구광역시 달서구 달구벌대로309길 8,35.85040744,128.5352043,만화카페,"화장실 남녀구분 : 구분, 카페 : 있음",대구
287,디지털경제북,카페,42699.0,대구광역시 달서구 문화회관길 165,35.8440746,128.524741,책많고 조용히 커피마시기 좋은 곳,카페 : 있음,대구
288,하늘북,카페,42614.0,대구광역시 달서구 서당로7길 28,35.85510807,128.4939585,-,카페 : 있음,대구
289,선택의자유,일반서점,42824.0,대구광역시 달서구 송현로10길 6 1층,35.8227667,128.5475205,"작은책방/카페, 맞춤형 영어강의와 독서모임도 진행",카페 : 있음,대구
290,문작가의 카페,일반서점,42628.0,대구광역시 달서구 용산로 225 3층 문작가의 카페,35.85780398,128.5303195,"작가가 있는 책방,토론과 글쓰기 등 동네 북카페",카페 : 있음,대구
291,콩툰 상인점,북카페,42786.0,대구광역시 달서구 월곡로 253 403호,35.8170218,128.5390434,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비","화장실 남녀구분 : 구분, 카페 : 있음",대구
292,파이데이아북스,독립서점,42781.0,대구광역시 달서구 월서로3길 15 231동 103-1호,35.82025296,128.5344542,"동네서점 & 북카페 복합형 공간, 독서토론과 공간대여도 함께 진행중","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",대구
293,팬더하우스,북카페,42756.0,대구광역시 달서구 조암남로 42,35.82175741,128.528013,-,카페 : 있음,대구
294,공감앤카페,복합공간,42758.0,대구광역시 달서구 조암로 25 그루타워 601호,35.82483481,128.5274064,"체험강연 복합 문화 공간으로써 대구핸드메이드 문화협동조합에서 운영하는 카페, 이색카페로 커피와 음료를 즐길 수 있고, 도자기 페인팅, 캘리그라피, 바느질 수업에 참여가능","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",대구
295,콩툰 월배점,북카페,42760.0,대구광역시 달서구 진천로 93 503호,35.81666585,128.5224543,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비",카페 : 있음,대구
296,페이지카페,북카페,42910.0,대구광역시 달성군 다사읍 왕선로1길 9-6,35.86267917,128.4639244,-,카페 : 있음,대구
297,심심푸리 현풍점,북카페,43017.0,대구광역시 달성군 현풍읍 테크노상업로 20 601호,35.69097306,128.4535885,만화카페,카페 : 있음,대구
298,다락방 명곡점,만화복합,42960.0,대구광역시 달성군 화원읍 명곡로 12-7,35.79835487,128.4957328,만화카페,카페 : 있음,대구
299,심플책방,독립서점,41244.0,대구광역시 동구 동부로34길 4 지하 1층,35.87710297,128.630564,"인문,에세이 장르책과 칵테일, 음악, 고양이가 공존하는 책방",카페 : 있음,대구
300,툰툰카페W,북카페,41092.0,대구광역시 동구 동호로 164,35.86937357,128.7327212,"2만여권 책보유, 추억의 게임기 및 보드게임 비취",카페 : 있음,대구
301,한점푸르른땅,북카페,41083.0,대구광역시 동구 반야월로 332,35.87170125,128.7248457,독서활동장소,카페 : 있음,대구
302,한국장학재단 북카페,북카페,41200.0,대구광역시 동구 신암로 125,35.88117121,128.6129509,시민 누구나 이용가능한 도서관,카페 : 있음,대구
303,일인칭,북카페,41108.0,대구광역시 동구 율하서로1길 17 1층,35.86744301,128.6920864,동화작가 정옥이 운영하는 북카페일인칭은 커피를 비롯한 수제 음료들과 다양한 책들이 구비 되어 있는 문화공간,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",대구
304,파이데이아북까페,북카페,41001.0,대구광역시 동구 파계로138길 15,35.99097002,128.6386431,독서활동장소,카페 : 있음,대구
305,콩툰 봉무점,북카페,41026.0,대구광역시 동구 팔공로51길 31,35.9228547,128.6377184,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비",카페 : 있음,대구
306,어바웃타임,북카페,41569.0,대구광역시 북구 경대로5길 9-7,35.88451982,128.6127914,"스터디룸, 회의룸 예약 받음, 갤러리 작품전, 영화, 경기관람 가능","화장실 남녀구분 : 구분, 카페 : 있음",대구
307,꿈꾸는사람들,북카페,41432.0,대구광역시 북구 구암로41길 3-9,35.93205561,128.5627727,-,카페 : 있음,대구
308,배움이있는북카페휴노 마을가게1호점,북카페,41430.0,대구광역시 북구 대천로18길 20,35.93532676,128.5573277,독서활동장소,카페 : 있음,대구
309,모두의카페 다다름,카페,41544.0,대구광역시 북구 대학로 63 4층,35.89179993,128.6075404,독서활동장소,"화장실 남녀구분 : 구분, 카페 : 있음",대구
310,잼잼박스,북카페,41544.0,대구광역시 북구 대학로23길 17-1,35.89416696,128.6100511,어마어마한 인기 웹툰과 스테디셀러 만화들부터 베스트 세러 도서 등 무궁무진한 재미를 선사,카페 : 있음,대구
311,북카페에스프레소말리,북카페,41519.0,대구광역시 북구 동북로 131 양우내안애아파트,35.90169021,128.6078901,독서활동장소,카페 : 있음,대구
312,카페자우,카페,41423.0,대구광역시 북구 동암로 104 동천빌딩 3F,35.94400795,128.5623881,최고급의 스페셜티 생두를 전문 로스터가 직접 로스팅하여 맛과 향이 풍부한 때에 추출하여 제공,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음",대구
313,Rhema Cafe & 기독서점,종교서점,41576.0,대구광역시 북구 신암로 57,35.87767783,128.606963,카페와 운영하는 기독교서점,카페 : 있음,대구
314,시청별관 북카페,카페,41542.0,대구광역시 북구 연암로 40,35.89267855,128.6014574,독서활동장소,카페 : 있음,대구
315,첫 번째 소설,카페,41465.0,대구광역시 북구 태암로18길 19-1,35.92532156,128.5552976,독서활동장소,카페 : 있음,대구
316,치우친취향,독립서점,41416.0,대구광역시 북구 학정동로 66 1층,35.94959827,128.5678986,"치우친 취향으로 가득 작은 책방, 독립출판물,중고서적, 마실 거리 있음",카페 : 있음,대구
317,서재를 탐하다,북카페,41732.0,대구광역시 서구 고성로 132-2,35.88145214,128.5800859,"주인장 없는 독립공간, 서재의 모든 책 열람 및 구매 가능, 핸드드립 블랜딩 서탐커피&티 제공","주차 : 가능, 카페 : 있음",대구
318,원대로북카페협동조합,카페,41729.0,대구광역시 서구 고성로 99-10,35.88325551,128.5770472,원대동 주민들이 직접운영하는 협동조합이며 좋은 재료로 부담없는 가격으로 음료를 재공,카페 : 있음,대구
319,노란토끼,북카페,42010.0,대구광역시 수성구 국채보상로164길 17 2층,35.86652928,128.6210241,그림책을 좋아하는 사람들과 만나고 싶은 공간,카페 : 있음,대구
320,물레책방,일반서점,42087.0,대구광역시 수성구 달구벌대로492길 15,35.85738613,128.632222,중고서점,"카페 : 있음, 헌책방 : 있음",대구
321,101부티크북스,북카페,42140.0,대구광역시 수성구 범어천로 60-7 1층,35.8516965,128.6245001,독서활동장소,"주차 : 가능, 카페 : 있음",대구
322,진책방,일반서점,42132.0,대구광역시 수성구 수성로64길 53 1층,35.85320755,128.6165411,"책, 독서모임, 허브차, 꽃차, 일리커피",카페 : 있음,대구
323,만화카페애니씨,북카페,42274.0,대구광역시 수성구 신매로19길 38,35.8393754,128.7076572,만화카페,"카페 : 있음, 리뷰여부 : 있음",대구
324,읽다익다 책방,일반서점,42283.0,대구광역시 수성구 신매로8길 8-11 1층 책방 읽다익다,35.83402447,128.7089144,"인문학 책방과 독서치료상담,북테라피,등 모임 운영",카페 : 있음,대구
325,읽다익다 책방,일반서점,42283.0,대구광역시 수성구 신매로8길 8-11 1층 책방 읽다익다,35.83402447,128.7089144,"주인장의 북큐레이션, 독서치료상담, 북테라피, 퍼스널 브랜딩, 컨설팅, 책방자체프로그램 진행",카페 : 있음,대구
326,더하우스오브북스,북카페,42187.0,대구광역시 수성구 지범로 69,35.8268081,128.6285522,-,카페 : 있음,대구
327,북카페커피하우스,북카페,42200.0,대구광역시 수성구 지범로41길 36,35.82120865,128.6461306,독서활동장소,카페 : 있음,대구
328,미네르바의부엉이,북카페,42112.0,대구광역시 수성구 청수로45길 151-8 1층,35.8424107,128.6316714,독서활동장소,카페 : 있음,대구
329,더폴락,일반서점,41918.0,대구광역시 중구 경상감영1길 62-5 1층 더폴락,35.87363958,128.5932196,소규모 독립출판물을 만날 수 있는 작은 동네 책방 종종 작은 공연과 이벤트도 진행,카페 : 있음,대구
330,비트윈북스,일반서점,41918.0,대구광역시 중구 경상감영1길 62-5,35.87363958,128.5932196,"북코디네이션, 커뮤니티","주차 : 가능, 카페 : 있음",대구
331,에버글로우,카페,41912.0,대구광역시 중구 경상감영길 201,35.87198198,128.5985152,독서활동장소,카페 : 있음,대구
