ANALS_TRGET_YEAR,ANALS_TRGET_MT,AGE_FLAG_NM,KWRD_RANK_CO,KWRD_NM,FQ_CO
"2021","12","청소년(14~19)","1","사람","3660"
"2021","12","청소년(14~19)","2","세계","1856"
"2021","12","청소년(14~19)","3","수학","1530"
"2021","12","청소년(14~19)","4","자신","1501"
"2021","12","청소년(14~19)","5","사랑","1494"
"2021","12","청소년(14~19)","6","독자","1480"
"2021","12","청소년(14~19)","7","공부","1457"
"2021","12","청소년(14~19)","8","생각","1369"
"2021","12","청소년(14~19)","9","과학","1292"
"2021","12","청소년(14~19)","10","시작","1159"
"2021","12","청소년(14~19)","11","문제","1053"
"2021","12","청소년(14~19)","12","역사","1017"
"2021","12","청소년(14~19)","13","인간","994"
"2021","12","청소년(14~19)","14","일본","977"
"2021","12","청소년(14~19)","15","이유","952"
"2021","12","청소년(14~19)","16","이해","949"
"2021","12","청소년(14~19)","17","방법","917"
"2021","12","청소년(14~19)","18","마음","912"
"2021","12","청소년(14~19)","19","사회","886"
"2021","12","청소년(14~19)","20","시대","883"
"2021","12","청소년(14~19)","21","세상","845"
"2021","12","청소년(14~19)","22","인생","823"
"2021","12","청소년(14~19)","23","사건","767"
"2021","12","청소년(14~19)","24","필요","719"
"2021","12","청소년(14~19)","25","미국","718"
"2021","12","청소년(14~19)","26","다양","710"
"2021","12","청소년(14~19)","27","교수","706"
"2021","12","청소년(14~19)","28","가지","705"
"2021","12","청소년(14~19)","29","누구","702"
"2021","12","청소년(14~19)","30","최고","686"
"2021","12","청소년(14~19)","30","시간","686"
"2021","12","청소년(14~19)","32","연구","684"
"2021","12","청소년(14~19)","33","죽음","663"
"2021","12","청소년(14~19)","34","베스트셀러","656"
"2021","12","청소년(14~19)","35","지식","655"
"2021","12","청소년(14~19)","35","미래","655"
"2021","12","청소년(14~19)","37","존재","647"
"2021","12","청소년(14~19)","38","기록","635"
"2021","12","청소년(14~19)","39","질문","630"
"2021","12","청소년(14~19)","40","사실","611"
"2021","12","청소년(14~19)","41","의미","605"
"2021","12","청소년(14~19)","41","시리즈","605"
"2021","12","청소년(14~19)","43","과정","598"
"2021","12","청소년(14~19)","44","기술","597"
"2021","12","청소년(14~19)","45","한국","576"
"2021","12","청소년(14~19)","46","변화","572"
"2021","12","청소년(14~19)","47","설명","557"
"2021","12","청소년(14~19)","48","분야","556"
"2021","12","청소년(14~19)","49","현실","544"
"2021","12","청소년(14~19)","50","선택","538"
"2021","12","청소년(14~19)","51","인류","536"
"2021","12","청소년(14~19)","52","행복","529"
"2021","12","청소년(14~19)","53","비밀","526"
"2021","12","청소년(14~19)","54","습관","524"
"2021","12","청소년(14~19)","55","기억","516"
"2021","12","청소년(14~19)","56","주인공","515"
"2021","12","청소년(14~19)","57","화학","510"
"2021","12","청소년(14~19)","58","발견","502"
"2021","12","청소년(14~19)","59","감정","499"
"2021","12","청소년(14~19)","60","아이","498"
"2021","12","청소년(14~19)","61","경험","482"
"2021","12","청소년(14~19)","62","고민","477"
"2021","12","청소년(14~19)","63","관계","453"
"2021","12","청소년(14~19)","64","영화","446"
"2021","12","청소년(14~19)","65","투자","438"
"2021","12","청소년(14~19)","66","이론","430"
"2021","12","청소년(14~19)","66","모습","430"
"2021","12","청소년(14~19)","68","친구","429"
"2021","12","청소년(14~19)","69","우주","423"
"2021","12","청소년(14~19)","69","수상","423"
"2021","12","청소년(14~19)","71","처음","422"
"2021","12","청소년(14~19)","72","이름","419"
"2021","12","청소년(14~19)","73","학생","405"
"2021","12","청소년(14~19)","74","활동","404"
"2021","12","청소년(14~19)","75","이번","392"
"2021","12","청소년(14~19)","76","개념","391"
"2021","12","청소년(14~19)","76","언어","391"
"2021","12","청소년(14~19)","78","순간","390"
"2021","12","청소년(14~19)","78","미스터리","390"
"2021","12","청소년(14~19)","80","인물","388"
"2021","12","청소년(14~19)","80","여성","388"
"2021","12","청소년(14~19)","82","노력","383"
"2021","12","청소년(14~19)","83","강의","381"
"2021","12","청소년(14~19)","84","사이","380"
"2021","12","청소년(14~19)","84","장편소설","380"
"2021","12","청소년(14~19)","84","얼마","380"
"2021","12","청소년(14~19)","87","지구","379"
"2021","12","청소년(14~19)","88","원리","376"
"2021","12","청소년(14~19)","89","가족","373"
"2021","12","청소년(14~19)","89","정보","373"
"2021","12","청소년(14~19)","91","성공","371"
"2021","12","청소년(14~19)","92","탄생","370"
"2021","12","청소년(14~19)","92","시절","370"
"2021","12","청소년(14~19)","94","마지막","368"
"2021","12","청소년(14~19)","95","내용","365"
"2021","12","청소년(14~19)","96","청소년","364"
"2021","12","청소년(14~19)","97","당신","357"
"2021","12","청소년(14~19)","97","경제","357"
"2021","12","청소년(14~19)","99","문학","356"
"2021","12","청소년(14~19)","100","등장","354"
"2021","12","초등(8~13)","1","과학","2325"
"2021","12","초등(8~13)","2","어린이","1738"
"2021","12","초등(8~13)","3","만화","1370"
"2021","12","초등(8~13)","4","역사","1190"
"2021","12","초등(8~13)","5","세계","1178"
"2021","12","초등(8~13)","6","시리즈","1166"
"2021","12","초등(8~13)","7","실험","1147"
"2021","12","초등(8~13)","8","아이","1109"
"2021","12","초등(8~13)","9","다양","1019"
"2021","12","초등(8~13)","10","발명","993"
"2021","12","초등(8~13)","11","원리","932"
"2021","12","초등(8~13)","12","학습만화","912"
"2021","12","초등(8~13)","13","학습","901"
"2021","12","초등(8~13)","14","아이들","894"
"2021","12","초등(8~13)","15","친구","884"
"2021","12","초등(8~13)","16","독자","859"
"2021","12","초등(8~13)","17","사건","796"
"2021","12","초등(8~13)","18","한자","785"
"2021","12","초등(8~13)","19","사람","782"
"2021","12","초등(8~13)","20","대결","742"
"2021","12","초등(8~13)","21","교과서","672"
"2021","12","초등(8~13)","22","신화","671"
"2021","12","초등(8~13)","23","주인공","654"
"2021","12","초등(8~13)","24","시작","632"
"2021","12","초등(8~13)","25","한국사","617"
"2021","12","초등(8~13)","26","과정","612"
"2021","12","초등(8~13)","27","마음","567"
"2021","12","초등(8~13)","28","탐정","563"
"2021","12","초등(8~13)","29","사랑","559"
"2021","12","초등(8~13)","30","수상","557"
"2021","12","초등(8~13)","31","동화","555"
"2021","12","초등(8~13)","32","그림","543"
"2021","12","초등(8~13)","33","자신","536"
"2021","12","초등(8~13)","34","해결","532"
"2021","12","초등(8~13)","35","여행","516"
"2021","12","초등(8~13)","36","비밀","514"
"2021","12","초등(8~13)","37","문제","505"
"2021","12","초등(8~13)","38","내용","468"
"2021","12","초등(8~13)","39","학교","464"
"2021","12","초등(8~13)","40","모습","460"
"2021","12","초등(8~13)","41","핵심","450"
"2021","12","초등(8~13)","42","가족","447"
"2021","12","초등(8~13)","43","이해","445"
"2021","12","초등(8~13)","44","게임","439"
"2021","12","초등(8~13)","45","문화","437"
"2021","12","초등(8~13)","46","정보","436"
"2021","12","초등(8~13)","47","구성","431"
"2021","12","초등(8~13)","48","생활","416"
"2021","12","초등(8~13)","48","상상력","416"
"2021","12","초등(8~13)","50","스토리","415"
"2021","12","초등(8~13)","51","시간","410"
"2021","12","초등(8~13)","52","캐릭터","406"
"2021","12","초등(8~13)","53","지식","403"
"2021","12","초등(8~13)","54","이번","401"
"2021","12","초등(8~13)","55","모험","392"
"2021","12","초등(8~13)","56","재미","391"
"2021","12","초등(8~13)","57","국내창작동화","388"
"2021","12","초등(8~13)","58","생각","383"
"2021","12","초등(8~13)","59","선생님","378"
"2021","12","초등(8~13)","60","수학","377"
"2021","12","초등(8~13)","61","초등학교","373"
"2021","12","초등(8~13)","62","엄마","370"
"2021","12","초등(8~13)","63","마법","366"
"2021","12","초등(8~13)","64","공부","362"
"2021","12","초등(8~13)","65","고민","350"
"2021","12","초등(8~13)","66","카카오프렌즈","342"
"2021","12","초등(8~13)","67","대한민국","327"
"2021","12","초등(8~13)","68","인기","326"
"2021","12","초등(8~13)","69","어른","323"
"2021","12","초등(8~13)","70","최고","318"
"2021","12","초등(8~13)","71","지구","316"
"2021","12","초등(8~13)","72","가지","313"
"2021","12","초등(8~13)","73","그리스","309"
"2021","12","초등(8~13)","73","쿠키런서바이벌대작전","309"
"2021","12","초등(8~13)","75","베스트셀러","306"
"2021","12","초등(8~13)","76","마법천자문","305"
"2021","12","초등(8~13)","77","단원","304"
"2021","12","초등(8~13)","78","이상한과자가게전천당","303"
"2021","12","초등(8~13)","79","서울문화사","302"
"2021","12","초등(8~13)","80","판타지","299"
"2021","12","초등(8~13)","81","내일은실험왕","290"
"2021","12","초등(8~13)","82","배우","289"
"2021","12","초등(8~13)","83","대상","288"
"2021","12","초등(8~13)","84","위기","287"
"2021","12","초등(8~13)","84","이론","287"
"2021","12","초등(8~13)","86","시대","284"
"2021","12","초등(8~13)","87","등장","283"
"2021","12","초등(8~13)","88","활동","282"
"2021","12","초등(8~13)","89","일본","279"
"2021","12","초등(8~13)","90","누구","271"
"2021","12","초등(8~13)","91","외국창작동화","270"
"2021","12","초등(8~13)","91","방법","270"
"2021","12","초등(8~13)","91","이유","270"
"2021","12","초등(8~13)","94","세상","262"
"2021","12","초등(8~13)","94","세계사","262"
"2021","12","초등(8~13)","96","특별","259"
"2021","12","초등(8~13)","97","추리","256"
"2021","12","초등(8~13)","98","아빠","248"
"2021","12","초등(8~13)","99","수상작","247"
"2021","12","초등(8~13)","99","발명품","247"
