,월,지역,연령,성별,회원수,대출건수,독서량
1818,6,충청북도,영유아(0-5),남자,2502,239,10.469
1819,6,충청북도,영유아(0-5),여자,2951,242,12.194
1820,6,충청북도,유아(6-7),남자,4318,347,12.444
1821,6,충청북도,유아(6-7),여자,3951,327,12.083
1822,6,충청북도,초등(8-13),남자,15136,1451,10.431
1823,6,충청북도,초등(8-13),여자,14569,1444,10.089
1824,6,충청북도,청소년(14-19),남자,3286,701,4.688
1825,6,충청북도,청소년(14-19),여자,4964,1180,4.207
1826,6,충청북도,20대,남자,3069,627,4.895
1827,6,충청북도,20대,여자,6109,1303,4.688
1828,6,충청북도,30대,남자,8708,1062,8.2
1829,6,충청북도,30대,여자,24161,2884,8.378
1830,6,충청북도,40대,남자,17807,2057,8.657
1831,6,충청북도,40대,여자,27562,3573,7.714
1832,6,충청북도,50대,남자,5968,844,7.071
1833,6,충청북도,50대,여자,6698,1045,6.41
1834,6,충청북도,60대이상,남자,5509,682,8.078
1835,6,충청북도,60대이상,여자,3554,469,7.578
1836,7,강원도,영유아(0-5),남자,1844,202,9.129
1837,7,강원도,영유아(0-5),여자,1752,171,10.246
1838,7,강원도,유아(6-7),남자,2776,280,9.914
1839,7,강원도,유아(6-7),여자,2841,267,10.64
1840,7,강원도,초등(8-13),남자,10775,1208,8.92
1841,7,강원도,초등(8-13),여자,12569,1447,8.686
1842,7,강원도,청소년(14-19),남자,2695,622,4.333
1843,7,강원도,청소년(14-19),여자,3981,965,4.125
1844,7,강원도,20대,남자,2730,629,4.34
1845,7,강원도,20대,여자,5333,1200,4.444
1846,7,강원도,30대,남자,6590,944,6.981
1847,7,강원도,30대,여자,18640,2440,7.639
1848,7,강원도,40대,남자,14842,1950,7.611
1849,7,강원도,40대,여자,22718,3271,6.945
1850,7,강원도,50대,남자,6130,938,6.535
1851,7,강원도,50대,여자,6460,1113,5.804
1852,7,강원도,60대이상,남자,5841,809,7.22
1853,7,강원도,60대이상,여자,3165,512,6.182
1854,7,경기도,영유아(0-5),남자,23864,1976,12.077
1855,7,경기도,영유아(0-5),여자,25322,2018,12.548
1856,7,경기도,유아(6-7),남자,42097,3424,12.295
1857,7,경기도,유아(6-7),여자,43906,3396,12.929
1858,7,경기도,초등(8-13),남자,133865,13216,10.129
1859,7,경기도,초등(8-13),여자,144834,14016,10.333
1860,7,경기도,청소년(14-19),남자,16963,3576,4.744
1861,7,경기도,청소년(14-19),여자,26077,5767,4.522
1862,7,경기도,20대,남자,22788,5367,4.246
1863,7,경기도,20대,여자,47830,12178,3.928
1864,7,경기도,30대,남자,59035,8493,6.951
1865,7,경기도,30대,여자,208850,26048,8.018
1866,7,경기도,40대,남자,183007,22433,8.158
1867,7,경기도,40대,여자,344538,42801,8.05
1868,7,경기도,50대,남자,43145,7967,5.415
1869,7,경기도,50대,여자,54160,10221,5.299
1870,7,경기도,60대이상,남자,34525,5915,5.837
1871,7,경기도,60대이상,여자,26205,3994,6.561
1872,7,경상남도,영유아(0-5),남자,7919,787,10.062
1873,7,경상남도,영유아(0-5),여자,7702,767,10.042
1874,7,경상남도,유아(6-7),남자,10979,1063,10.328
1875,7,경상남도,유아(6-7),여자,10746,1036,10.373
1876,7,경상남도,초등(8-13),남자,35158,3734,9.416
1877,7,경상남도,초등(8-13),여자,36008,3838,9.382
1878,7,경상남도,청소년(14-19),남자,5165,1200,4.304
1879,7,경상남도,청소년(14-19),여자,7712,1786,4.318
1880,7,경상남도,20대,남자,4423,1070,4.134
1881,7,경상남도,20대,여자,8431,1925,4.38
1882,7,경상남도,30대,남자,12864,1829,7.033
1883,7,경상남도,30대,여자,47866,5735,8.346
1884,7,경상남도,40대,남자,32721,4056,8.067
1885,7,경상남도,40대,여자,57490,7601,7.563
1886,7,경상남도,50대,남자,8122,1406,5.777
1887,7,경상남도,50대,여자,9027,1712,5.273
1888,7,경상남도,60대이상,남자,7466,1076,6.939
1889,7,경상남도,60대이상,여자,5547,790,7.022
1890,7,경상북도,영유아(0-5),남자,3396,345,9.843
1891,7,경상북도,영유아(0-5),여자,3487,312,11.176
1892,7,경상북도,유아(6-7),남자,5311,510,10.414
1893,7,경상북도,유아(6-7),여자,5218,473,11.032
1894,7,경상북도,초등(8-13),남자,18688,1887,9.904
1895,7,경상북도,초등(8-13),여자,18029,1881,9.585
1896,7,경상북도,청소년(14-19),남자,3230,734,4.401
1897,7,경상북도,청소년(14-19),여자,6363,1403,4.535
1898,7,경상북도,20대,남자,3608,777,4.644
1899,7,경상북도,20대,여자,6704,1461,4.589
1900,7,경상북도,30대,남자,10012,1296,7.725
1901,7,경상북도,30대,여자,28970,3476,8.334
1902,7,경상북도,40대,남자,21098,2443,8.636
1903,7,경상북도,40대,여자,33873,4305,7.868
1904,7,경상북도,50대,남자,5513,918,6.005
1905,7,경상북도,50대,여자,7109,1202,5.914
1906,7,경상북도,60대이상,남자,5561,744,7.474
1907,7,경상북도,60대이상,여자,4097,535,7.658
1908,7,광주광역시,영유아(0-5),남자,238,38,6.263
1909,7,광주광역시,영유아(0-5),여자,171,35,4.886
1910,7,광주광역시,유아(6-7),남자,431,72,5.986
1911,7,광주광역시,유아(6-7),여자,330,51,6.471
1912,7,광주광역시,초등(8-13),남자,1420,236,6.017
1913,7,광주광역시,초등(8-13),여자,1894,302,6.272
1914,7,광주광역시,청소년(14-19),남자,222,61,3.639
1915,7,광주광역시,청소년(14-19),여자,381,110,3.464
1916,7,광주광역시,20대,남자,490,132,3.712
1917,7,광주광역시,20대,여자,1054,306,3.444
1918,7,광주광역시,30대,남자,951,206,4.617
1919,7,광주광역시,30대,여자,3517,657,5.353
1920,7,광주광역시,40대,남자,2404,442,5.439
1921,7,광주광역시,40대,여자,4791,920,5.208
1922,7,광주광역시,50대,남자,477,104,4.587
1923,7,광주광역시,50대,여자,684,178,3.843
1924,7,광주광역시,60대이상,남자,386,98,3.939
1925,7,광주광역시,60대이상,여자,348,66,5.273
1926,7,대구광역시,영유아(0-5),남자,4094,292,14.021
1927,7,대구광역시,영유아(0-5),여자,5289,341,15.51
1928,7,대구광역시,유아(6-7),남자,8632,566,15.251
1929,7,대구광역시,유아(6-7),여자,9019,535,16.858
1930,7,대구광역시,초등(8-13),남자,33899,2419,14.014
1931,7,대구광역시,초등(8-13),여자,36924,2735,13.501
1932,7,대구광역시,청소년(14-19),남자,4803,971,4.946
1933,7,대구광역시,청소년(14-19),여자,7084,1382,5.126
1934,7,대구광역시,20대,남자,3583,853,4.2
1935,7,대구광역시,20대,여자,9145,2003,4.566
1936,7,대구광역시,30대,남자,13788,1343,10.267
1937,7,대구광역시,30대,여자,58976,5118,11.523
1938,7,대구광역시,40대,남자,40217,3412,11.787
1939,7,대구광역시,40대,여자,78218,7400,10.57
1940,7,대구광역시,50대,남자,7570,1081,7.003
1941,7,대구광역시,50대,여자,11338,1770,6.406
1942,7,대구광역시,60대이상,남자,6615,990,6.682
1943,7,대구광역시,60대이상,여자,7075,821,8.618
1944,7,대전광역시,영유아(0-5),남자,875,126,6.944
1945,7,대전광역시,영유아(0-5),여자,1126,141,7.986
1946,7,대전광역시,유아(6-7),남자,2025,226,8.96
1947,7,대전광역시,유아(6-7),여자,1868,228,8.193
1948,7,대전광역시,초등(8-13),남자,7331,1050,6.982
1949,7,대전광역시,초등(8-13),여자,7992,1036,7.714
1950,7,대전광역시,청소년(14-19),남자,1071,250,4.284
1951,7,대전광역시,청소년(14-19),여자,1822,458,3.978
1952,7,대전광역시,20대,남자,993,250,3.972
1953,7,대전광역시,20대,여자,2226,542,4.107
1954,7,대전광역시,30대,남자,2794,412,6.782
1955,7,대전광역시,30대,여자,8643,1324,6.528
1956,7,대전광역시,40대,남자,8747,1278,6.844
1957,7,대전광역시,40대,여자,14984,2460,6.091
1958,7,대전광역시,50대,남자,2005,412,4.867
1959,7,대전광역시,50대,여자,2667,542,4.921
1960,7,대전광역시,60대이상,남자,1665,324,5.139
1961,7,대전광역시,60대이상,여자,1823,263,6.932
1962,7,부산광역시,영유아(0-5),남자,10489,774,13.552
1963,7,부산광역시,영유아(0-5),여자,9974,710,14.048
1964,7,부산광역시,유아(6-7),남자,14896,1176,12.667
1965,7,부산광역시,유아(6-7),여자,14285,1165,12.262
1966,7,부산광역시,초등(8-13),남자,53059,4801,11.052
1967,7,부산광역시,초등(8-13),여자,54235,5025,10.793
1968,7,부산광역시,청소년(14-19),남자,6686,1378,4.852
1969,7,부산광역시,청소년(14-19),여자,10178,2279,4.466
1970,7,부산광역시,20대,남자,10817,1956,5.53
1971,7,부산광역시,20대,여자,16839,3970,4.242
1972,7,부산광역시,30대,남자,24095,3132,7.693
1973,7,부산광역시,30대,여자,71933,8763,8.209
1974,7,부산광역시,40대,남자,74243,8136,9.125
1975,7,부산광역시,40대,여자,108416,13168,8.233
1976,7,부산광역시,50대,남자,20524,3105,6.61
1977,7,부산광역시,50대,여자,22156,3716,5.962
1978,7,부산광역시,60대이상,남자,22321,2884,7.74
1979,7,부산광역시,60대이상,여자,17333,2156,8.039
1980,7,서울특별시,영유아(0-5),남자,16952,1633,10.381
1981,7,서울특별시,영유아(0-5),여자,16479,1544,10.673
1982,7,서울특별시,유아(6-7),남자,30230,2793,10.823
1983,7,서울특별시,유아(6-7),여자,30731,2694,11.407
1984,7,서울특별시,초등(8-13),남자,110982,11778,9.423
1985,7,서울특별시,초등(8-13),여자,123721,12797,9.668
1986,7,서울특별시,청소년(14-19),남자,17784,3333,5.336
1987,7,서울특별시,청소년(14-19),여자,23167,4751,4.876
1988,7,서울특별시,20대,남자,17851,4395,4.062
1989,7,서울특별시,20대,여자,43484,11037,3.94
1990,7,서울특별시,30대,남자,50709,7776,6.521
1991,7,서울특별시,30대,여자,165625,23586,7.022
1992,7,서울특별시,40대,남자,171232,21267,8.052
1993,7,서울특별시,40대,여자,291507,39571,7.367
1994,7,서울특별시,50대,남자,48707,7983,6.101
1995,7,서울특별시,50대,여자,52421,9815,5.341
1996,7,서울특별시,60대이상,남자,39968,6377,6.268
1997,7,서울특별시,60대이상,여자,32417,4890,6.629
1998,7,세종특별자치시,영유아(0-5),남자,153,21,7.286
1999,7,세종특별자치시,영유아(0-5),여자,88,13,6.769
2000,7,세종특별자치시,유아(6-7),남자,327,31,10.548
2001,7,세종특별자치시,유아(6-7),여자,253,29,8.724
2002,7,세종특별자치시,초등(8-13),남자,1873,223,8.399
2003,7,세종특별자치시,초등(8-13),여자,1569,168,9.339
2004,7,세종특별자치시,청소년(14-19),남자,505,97,5.206
2005,7,세종특별자치시,청소년(14-19),여자,479,100,4.79
2006,7,세종특별자치시,20대,남자,367,64,5.734
2007,7,세종특별자치시,20대,여자,548,124,4.419
2008,7,세종특별자치시,30대,남자,878,157,5.592
2009,7,세종특별자치시,30대,여자,2583,377,6.851
2010,7,세종특별자치시,40대,남자,2637,427,6.176
2011,7,세종특별자치시,40대,여자,4088,627,6.52
2012,7,세종특별자치시,50대,남자,783,150,5.22
2013,7,세종특별자치시,50대,여자,812,154,5.273
2014,7,세종특별자치시,60대이상,남자,600,104,5.769
2015,7,세종특별자치시,60대이상,여자,348,58,6.0
2016,7,울산광역시,영유아(0-5),남자,3535,398,8.882
2017,7,울산광역시,영유아(0-5),여자,4658,550,8.469
2018,7,울산광역시,유아(6-7),남자,3974,409,9.716
2019,7,울산광역시,유아(6-7),여자,6961,733,9.497
2020,7,울산광역시,초등(8-13),남자,15667,1790,8.753
2021,7,울산광역시,초등(8-13),여자,22707,2709,8.382
2022,7,울산광역시,청소년(14-19),남자,2893,726,3.985
2023,7,울산광역시,청소년(14-19),여자,5111,1392,3.672
2024,7,울산광역시,20대,남자,2840,680,4.176
2025,7,울산광역시,20대,여자,5894,1389,4.243
2026,7,울산광역시,30대,남자,9650,1392,6.932
2027,7,울산광역시,30대,여자,31071,4082,7.612
2028,7,울산광역시,40대,남자,19376,2550,7.598
2029,7,울산광역시,40대,여자,38881,5446,7.139
2030,7,울산광역시,50대,남자,5391,890,6.057
2031,7,울산광역시,50대,여자,6955,1264,5.502
2032,7,울산광역시,60대이상,남자,3836,524,7.321
2033,7,울산광역시,60대이상,여자,3588,464,7.733
2034,7,인천광역시,영유아(0-5),남자,2496,222,11.243
2035,7,인천광역시,영유아(0-5),여자,2950,249,11.847
2036,7,인천광역시,유아(6-7),남자,3817,333,11.462
2037,7,인천광역시,유아(6-7),여자,4311,345,12.496
2038,7,인천광역시,초등(8-13),남자,16221,1599,10.144
2039,7,인천광역시,초등(8-13),여자,17444,1740,10.025
2040,7,인천광역시,청소년(14-19),남자,2712,679,3.994
2041,7,인천광역시,청소년(14-19),여자,4501,1104,4.077
2042,7,인천광역시,20대,남자,3668,975,3.762
2043,7,인천광역시,20대,여자,8732,2168,4.028
2044,7,인천광역시,30대,남자,6584,1105,5.958
2045,7,인천광역시,30대,여자,24534,3225,7.607
2046,7,인천광역시,40대,남자,17677,2373,7.449
2047,7,인천광역시,40대,여자,34639,4621,7.496
2048,7,인천광역시,50대,남자,6161,1042,5.913
2049,7,인천광역시,50대,여자,7378,1369,5.389
2050,7,인천광역시,60대이상,남자,5570,793,7.024
2051,7,인천광역시,60대이상,여자,3642,563,6.469
2052,7,전라남도,영유아(0-5),남자,1381,98,14.092
2053,7,전라남도,영유아(0-5),여자,680,68,10.0
2054,7,전라남도,유아(6-7),남자,1722,170,10.129
2055,7,전라남도,유아(6-7),여자,1638,146,11.219
2056,7,전라남도,초등(8-13),남자,7801,849,9.188
2057,7,전라남도,초등(8-13),여자,7863,947,8.303
2058,7,전라남도,청소년(14-19),남자,1347,318,4.236
2059,7,전라남도,청소년(14-19),여자,2190,558,3.925
2060,7,전라남도,20대,남자,2048,512,4.0
2061,7,전라남도,20대,여자,4076,1015,4.016
2062,7,전라남도,30대,남자,4709,710,6.632
2063,7,전라남도,30대,여자,16612,2068,8.033
2064,7,전라남도,40대,남자,10380,1390,7.468
2065,7,전라남도,40대,여자,19511,2668,7.313
2066,7,전라남도,50대,남자,3670,659,5.569
2067,7,전라남도,50대,여자,4332,789,5.49
2068,7,전라남도,60대이상,남자,4063,616,6.596
2069,7,전라남도,60대이상,여자,1907,311,6.132
2070,7,전라북도,영유아(0-5),남자,1810,158,11.456
2071,7,전라북도,영유아(0-5),여자,1668,149,11.195
2072,7,전라북도,유아(6-7),남자,2592,204,12.706
2073,7,전라북도,유아(6-7),여자,2441,187,13.053
2074,7,전라북도,초등(8-13),남자,7687,762,10.088
2075,7,전라북도,초등(8-13),여자,7898,793,9.96
2076,7,전라북도,청소년(14-19),남자,1390,381,3.648
2077,7,전라북도,청소년(14-19),여자,2077,553,3.756
2078,7,전라북도,20대,남자,2231,436,5.117
2079,7,전라북도,20대,여자,3538,817,4.33
2080,7,전라북도,30대,남자,4356,568,7.669
2081,7,전라북도,30대,여자,12702,1484,8.559
2082,7,전라북도,40대,남자,9259,1100,8.417
2083,7,전라북도,40대,여자,14530,1859,7.816
2084,7,전라북도,50대,남자,2517,457,5.508
2085,7,전라북도,50대,여자,2596,528,4.917
2086,7,전라북도,60대이상,남자,3158,427,7.396
2087,7,전라북도,60대이상,여자,1933,299,6.465
2088,7,제주특별자치도,영유아(0-5),남자,1751,144,12.16
2089,7,제주특별자치도,영유아(0-5),여자,1500,145,10.345
2090,7,제주특별자치도,유아(6-7),남자,2928,258,11.349
2091,7,제주특별자치도,유아(6-7),여자,3264,241,13.544
2092,7,제주특별자치도,초등(8-13),남자,9331,974,9.58
2093,7,제주특별자치도,초등(8-13),여자,8896,944,9.424
2094,7,제주특별자치도,청소년(14-19),남자,1678,358,4.687
2095,7,제주특별자치도,청소년(14-19),여자,2473,567,4.362
2096,7,제주특별자치도,20대,남자,1267,274,4.624
2097,7,제주특별자치도,20대,여자,3307,687,4.814
2098,7,제주특별자치도,30대,남자,5664,753,7.522
2099,7,제주특별자치도,30대,여자,15740,1904,8.267
2100,7,제주특별자치도,40대,남자,12550,1552,8.086
2101,7,제주특별자치도,40대,여자,20881,2685,7.777
2102,7,제주특별자치도,50대,남자,3878,605,6.41
2103,7,제주특별자치도,50대,여자,4402,708,6.218
2104,7,제주특별자치도,60대이상,남자,3097,402,7.704
2105,7,제주특별자치도,60대이상,여자,2614,323,8.093
2106,7,충청남도,영유아(0-5),남자,4636,398,11.648
2107,7,충청남도,영유아(0-5),여자,4148,396,10.475
2108,7,충청남도,유아(6-7),남자,6119,484,12.643
2109,7,충청남도,유아(6-7),여자,5505,416,13.233
2110,7,충청남도,초등(8-13),남자,18210,1640,11.104
2111,7,충청남도,초등(8-13),여자,19399,1728,11.226
2112,7,충청남도,청소년(14-19),남자,3396,654,5.193
2113,7,충청남도,청소년(14-19),여자,5225,1071,4.879
2114,7,충청남도,20대,남자,3114,671,4.641
2115,7,충청남도,20대,여자,5910,1309,4.515
2116,7,충청남도,30대,남자,10767,1332,8.083
2117,7,충청남도,30대,여자,34022,3608,9.43
2118,7,충청남도,40대,남자,24267,2517,9.641
2119,7,충청남도,40대,여자,38230,4372,8.744
2120,7,충청남도,50대,남자,6298,918,6.861
2121,7,충청남도,50대,여자,6140,1031,5.955
2122,7,충청남도,60대이상,남자,4360,547,7.971
2123,7,충청남도,60대이상,여자,2656,360,7.378
2124,7,충청북도,영유아(0-5),남자,3162,270,11.711
2125,7,충청북도,영유아(0-5),여자,3501,295,11.868
2126,7,충청북도,유아(6-7),남자,5575,432,12.905
2127,7,충청북도,유아(6-7),여자,5365,406,13.214
2128,7,충청북도,초등(8-13),남자,18951,1728,10.967
2129,7,충청북도,초등(8-13),여자,17645,1735,10.17
2130,7,충청북도,청소년(14-19),남자,4198,824,5.095
2131,7,충청북도,청소년(14-19),여자,5697,1220,4.67
2132,7,충청북도,20대,남자,4264,730,5.841
2133,7,충청북도,20대,여자,8059,1501,5.369
2134,7,충청북도,30대,남자,11314,1234,9.169
2135,7,충청북도,30대,여자,35147,3437,10.226
2136,7,충청북도,40대,남자,21587,2349,9.19
2137,7,충청북도,40대,여자,36210,4106,8.819
2138,7,충청북도,50대,남자,6953,930,7.476
2139,7,충청북도,50대,여자,7526,1145,6.573
2140,7,충청북도,60대이상,남자,6162,716,8.606
2141,7,충청북도,60대이상,여자,4320,550,7.855
2142,8,강원도,영유아(0-5),남자,1970,254,7.756
2143,8,강원도,영유아(0-5),여자,1753,219,8.005
2144,8,강원도,유아(6-7),남자,2637,327,8.064
2145,8,강원도,유아(6-7),여자,2888,353,8.181
2146,8,강원도,초등(8-13),남자,12417,1640,7.571
2147,8,강원도,초등(8-13),여자,13673,1914,7.144
2148,8,강원도,청소년(14-19),남자,3879,938,4.135
2149,8,강원도,청소년(14-19),여자,7094,1704,4.163
2150,8,강원도,20대,남자,2515,658,3.822
2151,8,강원도,20대,여자,5194,1284,4.045
2152,8,강원도,30대,남자,7337,1194,6.145
2153,8,강원도,30대,여자,20152,3125,6.449
2154,8,강원도,40대,남자,16899,2584,6.54
2155,8,강원도,40대,여자,27185,4551,5.973
2156,8,강원도,50대,남자,6458,1167,5.534
2157,8,강원도,50대,여자,6825,1348,5.063
2158,8,강원도,60대이상,남자,6251,959,6.518
2159,8,강원도,60대이상,여자,3690,642,5.748
2160,8,경기도,영유아(0-5),남자,30201,2687,11.24
2161,8,경기도,영유아(0-5),여자,30964,2666,11.614
2162,8,경기도,유아(6-7),남자,53429,4614,11.58
2163,8,경기도,유아(6-7),여자,54461,4562,11.938
2164,8,경기도,초등(8-13),남자,174677,18308,9.541
2165,8,경기도,초등(8-13),여자,190348,19605,9.709
2166,8,경기도,청소년(14-19),남자,34723,7320,4.744
2167,8,경기도,청소년(14-19),여자,60464,12724,4.752
2168,8,경기도,20대,남자,23400,6196,3.777
2169,8,경기도,20대,여자,52618,13619,3.864
2170,8,경기도,30대,남자,75996,11206,6.782
2171,8,경기도,30대,여자,256595,33325,7.7
2172,8,경기도,40대,남자,243091,30769,7.901
2173,8,경기도,40대,여자,425862,56185,7.58
2174,8,경기도,50대,남자,56124,10528,5.331
2175,8,경기도,50대,여자,64842,12621,5.138
2176,8,경기도,60대이상,남자,38978,7076,5.508
2177,8,경기도,60대이상,여자,31427,4931,6.373
2178,8,경상남도,영유아(0-5),남자,6270,748,8.382
2179,8,경상남도,영유아(0-5),여자,6029,730,8.259
2180,8,경상남도,유아(6-7),남자,9236,1094,8.442
2181,8,경상남도,유아(6-7),여자,9069,1062,8.54
2182,8,경상남도,초등(8-13),남자,31394,4085,7.685
2183,8,경상남도,초등(8-13),여자,32351,4305,7.515
2184,8,경상남도,청소년(14-19),남자,6923,1667,4.153
2185,8,경상남도,청소년(14-19),여자,12682,2921,4.342
2186,8,경상남도,20대,남자,3748,998,3.756
2187,8,경상남도,20대,여자,7528,1879,4.006
2188,8,경상남도,30대,남자,11906,1923,6.191
2189,8,경상남도,30대,여자,39965,5817,6.87
2190,8,경상남도,40대,남자,30538,4526,6.747
2191,8,경상남도,40대,여자,53366,8291,6.437
2192,8,경상남도,50대,남자,7550,1473,5.126
2193,8,경상남도,50대,여자,7973,1705,4.676
2194,8,경상남도,60대이상,남자,6376,1083,5.887
2195,8,경상남도,60대이상,여자,5026,799,6.29
2196,8,경상북도,영유아(0-5),남자,3347,391,8.56
2197,8,경상북도,영유아(0-5),여자,3317,346,9.587
2198,8,경상북도,유아(6-7),남자,5243,590,8.886
2199,8,경상북도,유아(6-7),여자,5039,548,9.195
2200,8,경상북도,초등(8-13),남자,18976,2262,8.389
2201,8,경상북도,초등(8-13),여자,18370,2263,8.118
2202,8,경상북도,청소년(14-19),남자,4462,976,4.572
2203,8,경상북도,청소년(14-19),여자,8700,1962,4.434
2204,8,경상북도,20대,남자,3153,754,4.182
2205,8,경상북도,20대,여자,5659,1364,4.149
2206,8,경상북도,30대,남자,9132,1337,6.83
2207,8,경상북도,30대,여자,26439,3691,7.163
2208,8,경상북도,40대,남자,20758,2822,7.356
2209,8,경상북도,40대,여자,33965,4952,6.859
2210,8,경상북도,50대,남자,5267,940,5.603
2211,8,경상북도,50대,여자,6570,1241,5.294
2212,8,경상북도,60대이상,남자,5085,755,6.735
2213,8,경상북도,60대이상,여자,3587,550,6.522
2214,8,광주광역시,영유아(0-5),남자,2018,203,9.941
2215,8,광주광역시,영유아(0-5),여자,1552,148,10.486
2216,8,광주광역시,유아(6-7),남자,3169,299,10.599
2217,8,광주광역시,유아(6-7),여자,2862,243,11.778
2218,8,광주광역시,초등(8-13),남자,9426,1101,8.561
2219,8,광주광역시,초등(8-13),여자,11244,1224,9.186
2220,8,광주광역시,청소년(14-19),남자,1883,383,4.916
2221,8,광주광역시,청소년(14-19),여자,3655,801,4.563
2222,8,광주광역시,20대,남자,1487,339,4.386
2223,8,광주광역시,20대,여자,3100,721,4.3
2224,8,광주광역시,30대,남자,4555,658,6.922
2225,8,광주광역시,30대,여자,13492,1836,7.349
2226,8,광주광역시,40대,남자,13035,1620,8.046
2227,8,광주광역시,40대,여자,19552,2768,7.064
2228,8,광주광역시,50대,남자,2547,445,5.724
2229,8,광주광역시,50대,여자,2750,563,4.885
2230,8,광주광역시,60대이상,남자,2302,418,5.507
2231,8,광주광역시,60대이상,여자,1852,288,6.431
2232,8,대구광역시,영유아(0-5),남자,9371,659,14.22
2233,8,대구광역시,영유아(0-5),여자,9213,740,12.45
2234,8,대구광역시,유아(6-7),남자,15985,1266,12.626
2235,8,대구광역시,유아(6-7),여자,17575,1275,13.784
2236,8,대구광역시,초등(8-13),남자,58390,5237,11.15
2237,8,대구광역시,초등(8-13),여자,66190,5821,11.371
2238,8,대구광역시,청소년(14-19),남자,11308,2219,5.096
2239,8,대구광역시,청소년(14-19),여자,22532,4348,5.182
2240,8,대구광역시,20대,남자,6508,1660,3.92
2241,8,대구광역시,20대,여자,14161,3338,4.242
2242,8,대구광역시,30대,남자,25531,2903,8.795
2243,8,대구광역시,30대,여자,95800,9874,9.702
2244,8,대구광역시,40대,남자,70232,7143,9.832
2245,8,대구광역시,40대,여자,126742,14210,8.919
2246,8,대구광역시,50대,남자,13860,2199,6.303
2247,8,대구광역시,50대,여자,17715,3050,5.808
2248,8,대구광역시,60대이상,남자,12942,2126,6.087
2249,8,대구광역시,60대이상,여자,12630,1668,7.572
2250,8,대전광역시,영유아(0-5),남자,2422,237,10.219
2251,8,대전광역시,영유아(0-5),여자,2257,235,9.604
2252,8,대전광역시,유아(6-7),남자,4055,401,10.112
2253,8,대전광역시,유아(6-7),여자,4277,415,10.306
2254,8,대전광역시,초등(8-13),남자,17867,2009,8.893
2255,8,대전광역시,초등(8-13),여자,19809,2129,9.304
2256,8,대전광역시,청소년(14-19),남자,4026,772,5.215
2257,8,대전광역시,청소년(14-19),여자,7885,1478,5.335
2258,8,대전광역시,20대,남자,1622,380,4.268
2259,8,대전광역시,20대,여자,3786,836,4.529
2260,8,대전광역시,30대,남자,5892,756,7.794
2261,8,대전광역시,30대,여자,18107,2251,8.044
2262,8,대전광역시,40대,남자,19672,2404,8.183
2263,8,대전광역시,40대,여자,33307,4436,7.508
2264,8,대전광역시,50대,남자,4669,810,5.764
2265,8,대전광역시,50대,여자,5146,938,5.486
2266,8,대전광역시,60대이상,남자,3775,545,6.927
2267,8,대전광역시,60대이상,여자,3613,461,7.837
2268,8,부산광역시,영유아(0-5),남자,7646,730,10.474
2269,8,부산광역시,영유아(0-5),여자,6125,652,9.394
2270,8,부산광역시,유아(6-7),남자,10145,1144,8.868
2271,8,부산광역시,유아(6-7),여자,10215,1177,8.679
2272,8,부산광역시,초등(8-13),남자,40398,5031,8.03
2273,8,부산광역시,초등(8-13),여자,43211,5374,8.041
2274,8,부산광역시,청소년(14-19),남자,7843,1806,4.343
2275,8,부산광역시,청소년(14-19),여자,15358,3599,4.267
2276,8,부산광역시,20대,남자,7860,1529,5.141
2277,8,부산광역시,20대,여자,11158,3102,3.597
2278,8,부산광역시,30대,남자,16499,2770,5.956
2279,8,부산광역시,30대,여자,48529,7805,6.218
2280,8,부산광역시,40대,남자,53619,7787,6.886
2281,8,부산광역시,40대,여자,84529,13126,6.44
2282,8,부산광역시,50대,남자,15181,2856,5.315
2283,8,부산광역시,50대,여자,15574,3268,4.766
2284,8,부산광역시,60대이상,남자,14734,2541,5.799
2285,8,부산광역시,60대이상,여자,11901,1942,6.128
2286,8,서울특별시,영유아(0-5),남자,16934,2070,8.181
2287,8,서울특별시,영유아(0-5),여자,16343,1899,8.606
2288,8,서울특별시,유아(6-7),남자,29841,3438,8.68
2289,8,서울특별시,유아(6-7),여자,30181,3329,9.066
2290,8,서울특별시,초등(8-13),남자,108063,14182,7.62
2291,8,서울특별시,초등(8-13),여자,121255,15306,7.922
2292,8,서울특별시,청소년(14-19),남자,22757,5052,4.505
2293,8,서울특별시,청소년(14-19),여자,33538,7809,4.295
2294,8,서울특별시,20대,남자,16070,4506,3.566
2295,8,서울특별시,20대,여자,38131,10887,3.502
2296,8,서울특별시,30대,남자,50594,8803,5.747
2297,8,서울특별시,30대,여자,160814,26447,6.081
2298,8,서울특별시,40대,남자,167380,24849,6.736
2299,8,서울특별시,40대,여자,282930,45892,6.165
2300,8,서울특별시,50대,남자,44900,8708,5.156
2301,8,서울특별시,50대,여자,48777,10750,4.537
2302,8,서울특별시,60대이상,남자,34833,6707,5.194
2303,8,서울특별시,60대이상,여자,29495,5332,5.532
2304,8,세종특별자치시,영유아(0-5),남자,184,29,6.345
2305,8,세종특별자치시,영유아(0-5),여자,63,10,6.3
2306,8,세종특별자치시,유아(6-7),남자,349,48,7.271
2307,8,세종특별자치시,유아(6-7),여자,301,38,7.921
2308,8,세종특별자치시,초등(8-13),남자,2159,298,7.245
2309,8,세종특별자치시,초등(8-13),여자,1556,206,7.553
2310,8,세종특별자치시,청소년(14-19),남자,770,174,4.425
2311,8,세종특별자치시,청소년(14-19),여자,848,196,4.327
